7,5,7,2,7,5,1,7,1,1,7,7,5,5,1,5,2
7,1,7,1,1,8,8,7,7,7,2,5,7,8,7,7,7
7,8,7,7,1,7,1,2,8,5,2,7,7,7,7,7,7
5,7,5,8,7,7,7,1,7,8,2,7,1,7,7,7,7
1,2,7,5,7,7,7,8,7,7,8,7,2,5,7,7,7
7,1,1,1,7,7,8,7,2,2,7,1,8,2,5,7,1
7,2,7,7,5,8,7,8,7,7,7,1,5,5,7,8,8
2,1,7,8,8,7,8,1,1,7,5,2,2,2,5,7,1
2,5,7,7,7,1,5,7,2,8,7,2,2,1,5,2,8
8,7,7,7,2,5,7,2,7,2,7,5,7,1,7,2,7
